Feel free to place comments here.


!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
!!! Warning:  This is a KLT data file.  Do not modify below this line !!!

------------------------------
KLT Feature Table
------------------------------

nFrames = 44, nFeatures = 500

feature |          frame
    106 | (142.0,207.0)= 5248 (146.7,197.4)=    0 (146.8,188.8)=    0 (149.8,179.0)=    0 (150.9,171.6)=    0 (144.4,169.0)=    0 (130.1,171.4)=    0 (111.7,170.7)=    0 ( 95.4,174.5)=    0 ( 73.5,178.7)=    0 ( 49.7,183.7)=    0 ( 26.5,189.7)=    0 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 
    107 | (196.0,312.0)= 5193 (201.0,303.6)=    0 (201.4,296.1)=    0 (204.7,287.2)=    0 (206.6,280.7)=    0 (201.7,278.8)=    0 (207.3,285.8)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
    108 | (125.0,193.0)= 5170 (131.0,196.4)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
    109 | (309.0,522.0)= 5155 (313.9,515.6)=    0 (315.1,509.7)=    0 (318.4,502.3)=    0 (321.1,497.0)=    0 (318.1,496.7)=    0 (308.7,499.2)=    0 (296.3,500.8)=    0 (285.3,505.3)=    0 (270.7,510.9)=    0 (283.9,506.5)=    0 (267.7,512.0)=    0 (252.1,513.2)=    0 (232.6,512.7)=    0 (219.1,512.9)=    0 (205.5,514.1)=    0 (192.7,515.4)=    0 (183.0,519.3)=    0 (169.7,521.9)=    0 (154.4,526.0)=    0 (144.9,529.6)=    0 (137.5,534.1)=    0 (129.4,539.9)=    0 (119.7,545.3)=    0 (108.2,553.3)=    0 ( 92.9,555.4)=    0 ( 83.5,549.1)=    0 ( 75.0,550.2)=    0 ( 70.9,550.7)=    0 ( 58.7,546.2)=    0 ( 46.2,542.6)=    0 ( 40.6,537.2)=    0 ( 39.4,537.5)=    0 ( 41.8,540.5)=    0 ( 41.9,544.0)=    0 ( 38.3,544.9)=    0 ( 32.6,543.5)=    0 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 
    110 | (126.0,205.0)= 5144 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
    111 | (138.0,181.0)= 5141 (142.8,171.2)=    0 (142.8,162.2)=    0 (145.6,152.0)=    0 (146.6,144.4)=    0 (139.6,141.5)=    0 (125.4,143.9)=    0 (106.4,142.9)=    0 ( 89.6,146.4)=    0 ( 67.5,150.1)=    0 ( 43.2,155.0)=    0 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 
    112 | ( 86.0,292.0)= 5086 ( 90.3,283.1)=    0 ( 89.9,274.8)=    0 ( 92.4,265.5)=    0 ( 93.3,259.0)=    0 ( 86.2,257.4)=    0 ( 72.2,260.4)=    0 ( 53.2,261.0)=    0 ( 36.8,265.9)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
    113 | (335.0,555.0)= 5038 (340.0,548.8)=    0 (340.8,543.1)=    0 (344.0,535.7)=    0 (346.5,530.6)=    0 (343.5,530.6)=    0 (333.8,533.6)=    0 (320.9,535.5)=    0 (309.5,540.4)=    0 (294.1,546.3)=    0 (277.3,553.6)=    0 (259.8,560.0)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
    114 | (395.0,513.0)= 5033 (400.2,506.8)=    0 (401.8,501.0)=    0 (405.5,493.7)=    0 (408.8,488.3)=    0 (406.8,487.6)=    0 (398.3,489.9)=    0 (387.3,491.0)=    0 (377.0,495.0)=    0 (390.3,489.5)=    0 (375.8,495.3)=    0 (360.5,500.3)=    0 (346.3,501.3)=    0 (328.5,500.1)=    0 (316.2,500.2)=    0 (304.2,501.2)=    0 (292.7,502.7)=    0 (283.7,506.7)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
    115 | (257.0,218.0)= 4983 (262.6,209.1)=    0 (264.0,200.8)=    0 (267.4,191.4)=    0 (269.7,183.9)=    0 (265.1,180.8)=    0 (253.5,182.3)=    0 (248.4,189.7)=    0 (234.8,192.7)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
    116 | (336.0,448.0)= 4973 (341.2,441.4)=    0 (343.0,435.3)=    0 (346.8,427.6)=    0 (349.9,422.1)=    0 (347.9,420.6)=    0 (339.8,422.4)=    0 (328.7,423.0)=    0 (319.0,426.4)=    0 (305.7,430.5)=    0 (290.8,435.8)=    0 (275.5,440.8)=    0 (261.2,441.3)=    0 (243.2,439.5)=    0 (230.8,439.1)=    0 (218.6,439.5)=    0 (207.4,439.9)=    0 (199.2,443.1)=    0 (187.6,444.9)=    0 (174.3,447.8)=    0 (166.4,450.6)=    0 (160.4,454.0)=    0 (153.7,459.3)=    0 (145.7,463.8)=    0 (135.5,471.4)=    0 (122.2,473.4)=    0 (114.3,467.2)=    0 (107.0,468.2)=    0 (103.6,468.7)=    0 ( 93.4,464.0)=    0 ( 83.0,460.1)=    0 ( 79.3,454.2)=    0 ( 79.4,454.9)=    0 ( 82.8,458.3)=    0 ( 83.7,462.2)=    0 ( 81.5,463.4)=    0 ( 76.9,462.3)=    0 ( 66.7,461.7)=    0 ( 56.3,461.0)=    0 ( 46.7,456.8)=    0 ( 38.2,451.9)=    0 ( 25.5,447.3)=    0 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 
    117 | ( 90.0,398.0)= 4962 ( 94.2,389.8)=    0 ( 94.0,382.5)=    0 ( 96.7,374.0)=    0 ( 98.0,367.8)=    0 ( 91.7,367.3)=    0 ( 78.7,370.9)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
    118 | (104.0,458.0)= 4834 (108.1,450.4)=    0 (107.9,443.5)=    0 (110.5,435.3)=    0 (112.1,429.8)=    0 (106.4,429.6)=    0 ( 94.3,433.2)=    0 ( 77.8,435.2)=    0 ( 63.7,440.4)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
    119 | (282.0,604.0)= 4834 (286.6,597.7)=    0 (286.8,592.0)=    0 (289.2,584.5)=    0 (291.4,579.6)=    0 (287.2,580.7)=    0 (276.0,584.5)=    0 (261.1,587.4)=    0 (248.3,593.3)=    0 (230.7,600.7)=    0 (246.0,594.6)=    0 (227.5,601.8)=    0 (209.2,604.6)=    0 (185.6,605.8)=    0 (169.2,607.4)=    0 (152.7,610.0)=    0 (136.6,612.6)=    0 (123.6,617.6)=    0 (106.7,621.7)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
    120 | (237.0,250.0)= 4814 (242.2,241.4)=    0 (243.1,233.3)=    0 (246.6,224.0)=    0 (248.8,216.8)=    0 (244.1,214.2)=    0 (232.3,216.0)=    0 (216.6,215.2)=    0 (202.5,218.6)=    0 (184.1,222.2)=    0 (163.8,226.9)=    0 (143.6,232.1)=    0 (123.8,231.4)=    0 ( 98.4,227.2)=    0 ( 81.0,225.5)=    0 ( 63.9,224.4)=    0 ( 61.0,221.7)=    0 ( 49.2,225.0)=    0 ( 48.1,233.4)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
    121 | (388.0,534.0)= 4795 (393.3,528.0)=    0 (394.7,522.2)=    0 (398.4,514.9)=    0 (401.2,509.7)=    0 (399.0,509.3)=    0 (390.2,511.8)=    0 (378.6,513.2)=    0 (367.9,517.5)=    0 (354.1,522.8)=    0 (338.4,529.3)=    0 (322.1,535.0)=    0 (306.8,536.6)=    0 (287.3,536.2)=    0 (273.8,536.7)=    0 (260.2,538.3)=    0 (247.3,540.0)=    0 (237.2,544.3)=    0 (223.6,547.3)=    0 (208.4,551.7)=    0 (198.7,555.7)=    0 (191.1,560.4)=    0 (182.6,566.4)=    0 (172.5,572.0)=    0 (160.0,580.0)=    0 (143.7,582.3)=    0 (133.8,576.1)=    0 (124.6,577.2)=    0 (119.5,577.9)=    0 (106.5,573.7)=    0 ( 93.3,570.3)=    0 ( 86.9,565.0)=    0 ( 85.1,566.1)=    0 ( 86.7,569.4)=    0 ( 86.0,573.2)=    0 ( 81.7,574.3)=    0 ( 75.1,573.1)=    0 ( 61.9,573.1)=    0 ( 48.5,572.7)=    0 ( 36.1,568.9)=    0 ( 25.0,564.0)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
    122 | (335.0,513.0)= 4787 (340.2,506.8)=    0 (341.4,500.8)=    0 (344.9,493.4)=    0 (347.6,488.1)=    0 (345.1,487.5)=    0 (336.2,489.9)=    0 (324.3,491.3)=    0 (313.8,495.5)=    0 (299.6,500.8)=    0 (312.1,496.4)=    0 (296.4,501.6)=    0 (281.4,502.5)=    0 (262.6,501.6)=    0 (249.6,501.7)=    0 (236.8,502.6)=    0 (224.6,504.0)=    0 (215.3,507.8)=    0 (202.7,510.3)=    0 (188.3,514.1)=    0 (179.6,517.4)=    0 (172.8,521.7)=    0 (165.2,527.4)=    0 (155.9,532.7)=    0 (144.5,540.5)=    0 (129.8,542.7)=    0 (120.7,536.5)=    0 (112.5,537.5)=    0 (108.3,538.1)=    0 ( 96.5,533.6)=    0 ( 84.7,530.5)=    0 ( 79.6,524.7)=    0 ( 78.6,525.4)=    0 ( 81.0,528.8)=    0 ( 81.0,532.4)=    0 ( 77.6,533.6)=    0 ( 72.0,532.4)=    0 ( 60.1,532.1)=    0 ( 48.0,531.7)=    0 ( 36.8,527.7)=    0 ( 26.9,522.9)=    0 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 ( -1.0, -1.0)=   -4 
    123 | (269.0,280.0)= 4780 (274.4,272.0)=    0 (275.6,264.1)=    0 (279.1,255.1)=    0 (281.8,248.3)=    0 (277.8,245.8)=    0 (266.8,247.3)=    0 (252.3,246.7)=    0 (239.5,250.0)=    0 (222.0,253.5)=    0 (203.4,258.2)=    0 (184.3,263.3)=    0 (169.2,291.0)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
    124 | (480.0,546.0)= 4774 (485.8,540.1)=    0 (487.6,534.7)=    0 (491.4,527.7)=    0 (495.1,522.5)=    0 (493.7,522.1)=    0 (485.2,524.5)=    0 (474.4,525.7)=    0 (464.7,529.7)=    0 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 ( -1.0, -1.0)=   -5 
